INFO  2019-08-04 19:51:20,747 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/animate.css/animate.css?v=00w68NO3TLuHjKRHJmjrrgJBDtG_6OhbJEu1gtHcsuo  
INFO  2019-08-04 19:51:20,757 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /css/materialize.css was not modified
INFO  2019-08-04 19:51:20,761 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/Waves/dist/waves.css?v=0zP86LzXedNkkBjePtKrMTAPuIy6EzHfGlyYvsmGLBw  
INFO  2019-08-04 19:51:20,767 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 20.1164ms 304 text/css
INFO  2019-08-04 19:51:20,770 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 41.5384ms 304 text/css
INFO  2019-08-04 19:51:20,774 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/css/themes/all-themes.css?v=XaAlkmhL9gA6mBxpcxGYAWxggxkIpRmT9qGbKejs6eA  
INFO  2019-08-04 19:51:20,776 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Views/Shared/_Layout.css?v=uq7unI_U0xZr0Pbyzeu6KfbJKHVFuv0wNJ4CrrhQknw  
INFO  2019-08-04 19:51:20,779 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/css/style.css?v=151KUrNx-cFGpjXC7QZ8WbWSo-mQTLO0htvGyBUR_i8  
INFO  2019-08-04 19:51:20,787 [5    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/animate.css/animate.css was not modified
INFO  2019-08-04 19:51:20,789 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /view-resources/Views/Shared/_Layout.css was not modified
INFO  2019-08-04 19:51:20,791 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/Waves/dist/waves.css was not modified
INFO  2019-08-04 19:51:20,793 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /css/style.css was not modified
INFO  2019-08-04 19:51:20,798 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21.7462ms 304 text/css
INFO  2019-08-04 19:51:20,805 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 51.1255ms 304 text/css
